C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_44_797.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_44_797.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_44_797.jpg, 0, 0, 0, 7.863102E-05
C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_44_900.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_44_900.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_44_900.jpg, 0, 0, 0, 7.827685E-05
C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_45_016.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_45_016.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_45_016.jpg, 0, 0, 0, 8.02615E-05
C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_45_120.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_45_120.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_45_120.jpg, 0, 0, 0, 7.790132E-05
C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_45_224.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_45_224.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_45_224.jpg, 0, 0, 0, 7.952487E-05
C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_45_333.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_45_333.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_45_333.jpg, 0, 0, 0, 8.107843E-05
C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_45_446.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_45_446.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_45_446.jpg, 0, 0, 0, 7.807829E-05
C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_45_559.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_45_559.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_45_559.jpg, 0, 0, 0, 7.796197E-05
C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_45_660.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_45_660.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_45_660.jpg, 0, 0, 0, 7.812299E-05
C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\center_2024_02_28_13_40_45_765.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\left_2024_02_28_13_40_45_765.jpg, C:\Users\rajcs\Downloads\simulator-windows-64\Data\IMG\right_2024_02_28_13_40_45_765.jpg, 0, 0, 0, 7.784711E-05
